Item,Binomial (Alphabetical),word1,word2,Sentence (alphabetical),Sentence (nonalphabetical),Prime (alphabetical),Prime (nonalphabetical),Prime (unrelated),Questions
741,sights and sounds,sights,sounds,"While traveling, Kim wanted to experience the sights and sounds of the city she was visiting.","While traveling, Kim wanted to experience the sounds and sights of the city she was visiting.",NA,NA,NA,NA
742,silence and space,silence,space,Ryan wanted silence and space after a long day of work.,Ryan wanted space and silence after a long day of work.,NA,NA,NA,NA
743,skirt and sweater,skirt,sweater,Clarissa chose the skirt and sweater she would wear for her first day of school.,Clarissa chose the sweater and skirt she would wear for her first day of school.,NA,NA,NA,NA
744,snow and water,snow,water,"Carl loves being around snow and water, so he does not want to go to the desert for vacation.","Carl loves being around water and snow, so he does not want to go to the desert for vacation.",NA,NA,NA,NA
745,soldiers and subjects,soldiers,subjects,He talked with both the soldiers and subjects about what to do next.,He talked with both the subjects and soldiers about what to do next.,NA,NA,NA,NA
746,son and wife,son,wife,Roman lives with his son and wife in an apartment downtown.,Roman lives with his wife and son in an apartment downtown.,NA,NA,NA,NA
747,sour and sweet,sour,sweet,David's favorite food was sour and sweet chicken because he liked the sauce.,David's favorite food was sweet and sour chicken because he liked the sauce.,NA,NA,NA,NA
748,sour and sweet,sour,sweet,I found that the sour and sweet pork was much better at this new restaurant than at my favorite one.,I found that the sweet and sour pork was much better at this new restaurant than at my favorite one.,NA,NA,NA,NA
749,sour and sweet,sour,sweet,Susan disliked the sour and sweet soup at the fancy restaurant.,Susan disliked the sweet and sour soup at the fancy restaurant.,NA,NA,NA,NA
750,south and west,south,west,"The compass was broken, so it would only point to south and west instead of all four directions.","The compass was broken, so it would only point to west and south instead of all four directions.",NA,NA,NA,NA
751,spring and summer,spring,summer,Maddy said that spring and summer are her favorite seasons.,Maddy said that summer and spring are her favorite seasons.,NA,NA,NA,NA
752,stress and tension,stress,tension,"In order to get rid of stress and tension after his exam, Zack went for a run.","In order to get rid of tension and stress after his exam, Zack went for a run.",NA,NA,NA,NA
753,stucco and wood,stucco,wood,The builders used stucco and wood to decorate the house's exterior.,The builders used wood and stucco to decorate the house's exterior.,NA,NA,NA,NA
754,sun and weather,sun,weather,Tina said that the sun and weather made her want to be outside.,Tina said that the weather and sun made her want to be outside.,NA,NA,NA,NA
755,sunrise and sunset,sunrise,sunset,Andrew loved to be outside at sunrise and sunset during the summer months.,Andrew loved to be outside at sunset and sunrise during the summer months.,NA,NA,NA,NA
756,sympathy and understanding,sympathy,understanding,Being a therapist requires a lot of sympathy and understanding because you often have to deal with people in rough patches.,Being a therapist requires a lot of understanding and sympathy because you often have to deal with people in rough patches.,NA,NA,NA,NA
757,teaching and writing,teaching,writing,He has discovered that teaching and writing are what he wants to do for a career.,He has discovered that writing and teaching are what he wants to do for a career.,NA,NA,NA,NA
758,technology and time,technology,time,Marissa thinks it will take a lot of technology and time for humans to be able to live on Mars.,Marissa thinks it will take a lot of time and technology for humans to be able to live on Mars.,NA,NA,NA,NA
759,tensions and uncertainties,tensions,uncertainties,Chris said all of the tensions and uncertainties made him feel uncomfortable.,Chris said all of the uncertainties and tensions made him feel uncomfortable.,NA,NA,NA,NA
760,testament and will,testament,will,Louis discussed his testament and will with his lawyer last week.,Louis discussed his will and testament with his lawyer last week.,NA,NA,NA,NA
761,therapy and vacations,therapy,vacations,"Katherine's boss did not want her to take time off for therapy and vacations, even though it would improve her health.","Katherine's boss did not want her to take time off for vacations and therapy, even though it would improve her health.",NA,NA,NA,NA
762,therapy and vacations,therapy,vacations,Maria could use therapy and vacations to feel less stressed.,Maria could use vacations and therapy to feel less stressed.,NA,NA,NA,NA
763,therapy and vacations,therapy,vacations,The man managed to raise his spirits with therapy and vacations after going through a tough divorce.,The man managed to raise his spirits with vacations and therapy after going through a tough divorce.,NA,NA,NA,NA
764,Thursday and Tuesday,Thursday,Tuesday,Don's manager scheduled him for work on Thursday and Tuesday every week for the next month.,Don's manager scheduled him for work on Tuesday and Thursday every week for the next month.,NA,NA,NA,NA
765,Tories and Whigs,Tories,Whigs,Luke didn't know the difference between the Tories and Whigs so he asked his political science professor about them.,Luke didn't know the difference between the Whigs and Tories so he asked his political science professor about them.,NA,NA,NA,NA
766,transportation and utilities,transportation,utilities,Dylan had to spend a lot of money on transportation and utilities on top of all his other bills.,Dylan had to spend a lot of money on utilities and transportation on top of all his other bills.,NA,NA,NA,NA
767,trees and underbrush,trees,underbrush,All of the trees and underbrush made the area extremely green.,All of the underbrush and trees made the area extremely green.,NA,NA,NA,NA
768,turns and twists,turns,twists,The movie had many different turns and twists that left the audience on the edge of their seats.,The movie had many different twists and turns that left the audience on the edge of their seats.,NA,NA,NA,NA
769,vinegar and water,vinegar,water,Nicole needed vinegar and water for the recipe she was trying out.,Nicole needed water and vinegar for the recipe she was trying out.,NA,NA,NA,NA
770,vocabulary and vowels,vocabulary,vowels,I want to improve my vocabulary and vowels so I can do well on standardized tests.,I want to improve my vowels and vocabulary so I can do well on standardized tests.,NA,NA,NA,NA
771,vocabulary and vowels,vocabulary,vowels,Irena had trouble with vocabulary and vowels while she was learning English.,Irena had trouble with vowels and vocabulary while she was learning English.,NA,NA,NA,NA
772,vocabulary and vowels,vocabulary,vowels,The teacher explained the concepts of vocabulary and vowels after the student asked a question.,The teacher explained the concepts of vowels and vocabulary after the student asked a question.,NA,NA,NA,NA
